RA - Decimal,Dec - Decimal,Prop.motion RA,Prop.motion Dec,Mag V ,Red,Green,Blue,identifier             
49.5534120100,-62.5063624197,1331.0270000000,647.7250000000,5.228,0.8000,0.8000,0.8000,* zet02 Ret
68.5490412087,-8.9702554695,-35.3570000000,-111.6080000000,5.229,1.0000,0.7872,0.5797,HD 29065
80.8756501880,-13.9273529193,0.4010000000,-1.0380000000,5.229,0.4799,0.5868,1.0000,* 8 Lep
340.3693729439,40.2254471491,-2.0050000000,-4.5120000000,5.229,0.4799,0.5868,1.0000,* 12 Lac
221.9366934131,-26.0875005345,38.3730000000,-9.1330000000,5.229,1.0000,0.8541,0.7277,* 56 Hya
161.6232839340,-64.2632371329,-18.0770000000,9.4500000000,5.229,0.5340,0.6316,1.0000,HD 93549
345.8870103719,67.2092106643,22.4730000000,10.2690000000,5.23,1.0000,0.7872,0.5797,HD 218029
54.0725171230,-17.4670756411,36.0260000000,-7.3620000000,5.23,0.5496,0.6441,1.0000,* 20 Eri
44.6753145848,-2.7828970695,-23.1290000000,-63.4230000000,5.23,0.6109,0.6919,1.0000,HD 18543
139.1739119720,-6.3531444179,18.8620000000,3.1210000000,5.23,1.0000,0.7992,0.6045,* 23 Hya
246.9310708382,-7.5979291254,0.7010000000,-153.6690000000,5.23,1.0000,0.6318,0.3112,V* V2105 Oph
253.6487252586,-6.1539809565,-31.8410000000,-21.2000000000,5.23,1.0000,0.8221,0.6541,* 23 Oph
287.2496449508,6.0732177883,-13.0240000000,-80.0850000000,5.23,0.8668,0.8718,1.0000,* 19 Aql
281.0949190000,39.6127180833,6.1800000000,50.4200000000,5.23,0.7353,0.7827,1.0000,* eps02 Lyr
281.0949125487,39.6127146026,7.2070000000,49.0090000000,5.23,0.7353,0.7827,1.0000,* eps02 Lyr A
161.7394693383,-56.7571916711,-20.7900000000,-0.3500000000,5.23,0.5229,0.6225,1.0000,HD 93563
214.9645946545,-61.2729738031,-165.8400000000,-89.5070000000,5.23,0.7260,0.7762,1.0000,HD 125158
72.7279166667,-53.4561111111,~,~,5.23,0.8000,0.8000,0.8000,* iot Pic
197.8467328387,-43.3685550236,-114.1050000000,-20.6300000000,5.231,1.0000,0.8221,0.6541,HD 114474
113.0247867806,1.9144796758,-2.1290000000,-0.8680000000,5.233,0.8668,0.8718,1.0000,* del01 CMi
57.5789217500,25.5793744167,41.0000000000,-112.7400000000,5.234,0.6504,0.7215,1.0000,HD 23985
83.9145173152,-4.8560665491,-2.1130000000,8.5010000000,5.234,0.8520,0.8621,1.0000,* 45 Ori
128.8148136936,-58.2247389869,-21.9250000000,11.5740000000,5.234,0.5104,0.6122,1.0000,* e01 Car
56.9152087263,-23.8746774630,47.2180000000,48.5190000000,5.235,0.6703,0.7362,1.0000,* tau07 Eri
304.2303570782,40.3650759035,2.2450000000,-2.1390000000,5.236,1.0000,0.7872,0.5797,HD 193092
187.2279260028,25.9128516148,-23.0710000000,-15.1100000000,5.236,0.6109,0.6919,1.0000,* 17 Com
116.5675051476,10.7682517050,-30.3180000000,-25.2780000000,5.237,0.6324,0.7081,1.0000,* 11 CMi
2.9334211539,-35.1331147092,171.2980000000,125.4360000000,5.239,0.9937,0.9526,1.0000,* tet Scl
356.0503254262,-18.2769495630,28.8250000000,-2.0640000000,5.239,0.5750,0.6642,1.0000,* i01 Aqr
243.4621094105,-11.8377478615,-4.9910000000,-9.9310000000,5.239,1.0000,0.7872,0.5797,* chi Sco
213.0167069215,69.4325474884,-26.5140000000,-49.5040000000,5.24,1.0000,0.6480,0.3346,HD 124730
111.9348222073,21.4452790250,-56.4500000000,-121.0680000000,5.24,0.8000,0.8000,0.8000,* 63 Gem
325.5029045238,-23.2628571788,91.6840000000,-95.1430000000,5.24,1.0000,0.8330,0.6787,* 41 Cap
25.6240105214,20.2685126827,-300.7370000000,-673.5390000000,5.24,1.0000,0.8221,0.6541,* 107 Psc
136.9367064755,10.6681998852,-18.3120000000,-12.1050000000,5.24,0.5496,0.6441,1.0000,* kap Cnc
154.4075083221,-8.0689138333,-160.5700000000,2.9100000000,5.24,0.8668,0.8718,1.0000,* eps Sex
163.3730509408,-20.1387294556,80.9150000000,-238.5660000000,5.24,0.8000,0.8000,0.8000,* b03 Hya
166.8195412733,-42.6386798925,-83.6620000000,41.4670000000,5.24,0.8000,0.8000,0.8000,* 46 Cen
235.6596520915,-37.4249392125,-48.8800000000,-17.2840000000,5.24,1.0000,0.8541,0.7277,* h Lup
251.9434167569,5.2467475936,-19.4030000000,-39.5310000000,5.24,0.6324,0.7081,1.0000,* l Her
65.4721905751,-63.3863907636,85.7050000000,176.1130000000,5.24,1.0000,0.8541,0.7277,* eta Ret
299.2762882881,-58.9013517071,22.7520000000,-14.8000000000,5.241,0.5750,0.6642,1.0000,HD 188162
65.1512931840,15.0954528235,108.4430000000,-21.1710000000,5.242,0.8668,0.8718,1.0000,* 58 Tau
264.5229807954,-54.5004338967,-50.7750000000,-149.7450000000,5.242,0.7260,0.7762,1.0000,* pi. Ara
109.6396354729,-39.2102841972,-9.5290000000,9.5650000000,5.243,0.6109,0.6919,1.0000,* F Pup
247.6397853320,20.4791873643,-89.2300000000,-65.1600000000,5.243,1.0000,0.8541,0.7277,* s Her
281.4448641861,74.0855512053,5.2360000000,81.1900000000,5.244,1.0000,0.8330,0.6787,HD 174980
245.1119067890,-78.6674960307,-1.8170000000,-31.5110000000,5.247,1.0000,0.7872,0.5797,* del02 Aps
33.9845316767,33.3588978372,-15.2340000000,-32.7110000000,5.249,0.6109,0.6919,1.0000,* 7 Tri
275.7043318958,17.8266165815,71.4570000000,15.4370000000,5.249,1.0000,0.7872,0.5797,HD 169191
270.5960296910,20.8336352150,0.1780000000,-9.3690000000,5.249,0.5013,0.6047,1.0000,* 96 Her
80.8660111447,57.5443992073,15.0170000000,-54.4690000000,5.25,0.6109,0.6919,1.0000,* 16 Cam
226.5696557226,54.5563179396,47.9620000000,12.0610000000,5.25,1.0000,0.8541,0.7277,HD 134190
212.0720947992,49.4581656798,-58.7990000000,59.9740000000,5.25,1.0000,0.6480,0.3346,* 13 Boo
56.1271271095,-1.1630909663,3.7240000000,-5.6190000000,5.25,0.5370,0.6340,1.0000,* 24 Eri
57.1478236956,-37.6220034473,63.3720000000,-8.1210000000,5.25,0.6324,0.7081,1.0000,* f Eri B
99.1368212654,38.4455052838,0.5000000000,-19.7580000000,5.25,0.8000,0.8000,0.8000,V* UU Aur
201.6798605864,-12.7076629045,-130.0930000000,-21.3690000000,5.25,1.0000,0.7360,0.4803,* i Vir
138.6020243589,-43.2274894377,-24.0660000000,13.3060000000,5.25,0.5013,0.6047,1.0000,* z Vel
163.1285250310,-57.2404050106,-6.1730000000,3.6910000000,5.25,0.6109,0.6919,1.0000,HD 94367
260.8169843344,-47.4681960227,-6.2090000000,-17.6990000000,5.25,0.4701,0.5784,1.0000,* iot Ara
157.7696163534,82.5586517446,-86.1330000000,19.8320000000,5.252,0.8000,0.8000,0.8000,HD 90089
94.9283334912,-7.8229059182,-5.4050000000,-1.4160000000,5.252,0.4799,0.5868,1.0000,* 7 Mon
173.9816037980,-47.6416399352,33.6540000000,-49.4330000000,5.252,0.8668,0.8718,1.0000,* C02 Cen
98.0890730756,-37.6967237021,73.0750000000,-75.5990000000,5.253,1.0000,0.8541,0.7277,HD 46568
234.1232245562,10.0101470532,42.9060000000,-123.9030000000,5.253,1.0000,0.8330,0.6787,* 16 Ser
286.8255513621,36.1001590179,-1.2870000000,-4.6930000000,5.253,0.5340,0.6316,1.0000,* iot Lyr
42.2561970581,-62.8065219516,94.3720000000,28.5640000000,5.253,0.6504,0.7215,1.0000,* nu. Hor
234.4566585743,40.3534346736,61.3800000000,59.7910000000,5.254,0.8000,0.8000,0.8000,* phi Boo
176.7317595251,55.6281890045,13.5280000000,-32.3570000000,5.254,1.0000,0.7992,0.6045,HD 102328
139.5244634033,-51.0508566368,-20.6000000000,15.4050000000,5.254,0.5370,0.6340,1.0000,* K Vel
138.5749604073,-55.5696298412,-33.2660000000,29.2070000000,5.254,1.0000,0.8541,0.7277,HD 79846
175.1961135292,21.3527274384,-60.9430000000,-45.9590000000,5.255,1.0000,0.8221,0.6541,* 92 Leo
46.6395599777,-6.0885497580,7.4210000000,-10.5430000000,5.256,1.0000,0.6480,0.3346,HD 19349
25.5359555724,-32.3269875461,-82.7040000000,-4.2330000000,5.256,1.0000,0.8221,0.6541,* pi. Scl
355.6159269359,-15.4480289485,14.6080000000,-21.2820000000,5.257,1.0000,0.7872,0.5797,HD 222643
208.0202595996,-52.8115295392,-38.9970000000,-26.8630000000,5.257,0.5496,0.6441,1.0000,* N Cen
333.2938034779,86.1080032346,60.5540000000,39.4680000000,5.258,0.5750,0.6642,1.0000,HD 212710
99.4484087820,-32.3397334672,107.7550000000,65.1220000000,5.258,1.0000,0.8221,0.6541,HD 47536
284.7739115842,13.6222428715,14.8530000000,-124.5270000000,5.258,1.0000,0.9276,0.9168,* 11 Aql
152.1781305356,-65.8154767480,-63.6150000000,49.5750000000,5.258,1.0000,0.8330,0.6787,HD 88323
102.8876932621,21.7611452912,-5.7190000000,-35.7810000000,5.259,0.6504,0.7215,1.0000,* d Gem
123.8163444536,-62.9156410858,-23.5420000000,-12.4140000000,5.259,0.6504,0.7215,1.0000,* C Car
98.8002590173,28.0223108039,0.2920000000,-13.5210000000,5.26,0.6109,0.6919,1.0000,* 49 Aur
101.8391636721,-37.9296972275,-9.8220000000,-9.9900000000,5.26,0.5496,0.6441,1.0000,* x Pup
33.2269583234,-30.7238260436,14.4250000000,6.6160000000,5.26,0.6109,0.6919,1.0000,* mu. For
341.8880142931,-19.6133747514,-103.2540000000,-206.3940000000,5.26,1.0000,0.8541,0.7277,* 68 Aqr
149.5557315446,12.4448018033,-25.6600000000,-15.5600000000,5.26,0.5340,0.6316,1.0000,* nu. Leo
318.2627844520,-39.4249193723,185.8550000000,-113.4490000000,5.26,0.8000,0.8000,0.8000,HD 201772
22.5254229598,47.0072725344,-0.9500000000,-42.6380000000,5.261,0.8000,0.8000,0.8000,* 49 And
284.9395176340,26.2304053738,85.7380000000,-11.3040000000,5.261,1.0000,0.7992,0.6045,HD 176527
113.4020065796,15.8266608119,-28.6400000000,-12.8600000000,5.263,0.6324,0.7081,1.0000,* 68 Gem
245.4529616091,69.1093929334,-18.2430000000,-10.7340000000,5.264,1.0000,0.7992,0.6045,HD 148293
66.3542301957,22.1999987549,112.3710000000,-46.6390000000,5.264,0.8668,0.8718,1.0000,* kap02 Tau
180.2131631734,-19.6589811764,-17.0710000000,6.8300000000,5.264,0.4799,0.5868,1.0000,* 31 Crt
331.2520784900,62.7856711975,14.4160000000,58.1230000000,5.265,1.0000,0.7750,0.5548,* 20 Cep
3.0416023516,-17.9382508125,51.1750000000,-29.0350000000,5.265,1.0000,0.7750,0.5548,HD 787
304.8483511840,-19.1185253838,5.0340000000,-10.8250000000,5.265,1.0000,0.7992,0.6045,* sig Cap
153.3451839189,-51.2329695844,-40.0070000000,-13.6090000000,5.265,0.8668,0.8718,1.0000,V* LW Vel
138.9574235064,56.7414071129,-24.6070000000,-28.8080000000,5.266,1.0000,0.7750,0.5548,* 17 UMa
326.5181813620,22.9488790982,8.2990000000,-2.4780000000,5.266,1.0000,0.8330,0.6787,* 12 Peg
223.5838691014,-24.6422042688,-10.7860000000,-28.3760000000,5.266,1.0000,0.7992,0.6045,* 12 Lib
255.4015054041,33.5682684653,2.8630000000,0.2580000000,5.267,0.6703,0.7362,1.0000,* d Her
31.2809342804,77.2813400550,139.9200000000,-47.7900000000,5.268,0.8668,0.8718,1.0000,* 47 Cas
148.9291741491,49.8198430133,-4.3720000000,19.8870000000,5.269,0.6703,0.7362,1.0000,* 31 UMa
37.8753975526,2.2671829201,23.0550000000,-9.5640000000,5.269,1.0000,0.7992,0.6045,HD 15694
300.3689347584,64.8209763293,9.2820000000,-11.9290000000,5.27,1.0000,0.6480,0.3346,* e Dra
65.1680234826,65.1404414752,-28.4390000000,-4.4850000000,5.27,0.8000,0.8000,0.8000,HD 27022
129.4673032981,-26.2550001261,-23.8760000000,-12.4070000000,5.27,0.6109,0.6919,1.0000,* eta Pyx
190.3164617083,-13.0138981667,-120.6300000000,9.2600000000,5.27,0.9937,0.9526,1.0000,BD-12 3676
270.7704937608,-8.1803523800,12.6540000000,-37.6970000000,5.27,0.8986,0.8925,1.0000,* tau Oph A
157.2190616760,-64.1722799583,-16.6940000000,1.7340000000,5.27,1.0000,0.6789,0.3823,HD 91056
246.9889397733,-64.0579404215,53.4280000000,25.6380000000,5.27,0.8668,0.8718,1.0000,* iot TrA
331.1975934140,0.9063443785,-18.9010000000,-43.1320000000,5.271,0.7260,0.7762,1.0000,* 32 Aqr
176.4332007093,-45.6901336435,-42.2140000000,5.2970000000,5.271,0.5340,0.6316,1.0000,HD 102232
101.7128846556,-14.4259754830,-2.4620000000,8.9960000000,5.272,0.5496,0.6441,1.0000,* 11 CMa
178.6772432876,-25.7138844234,47.3730000000,75.0940000000,5.272,1.0000,0.8541,0.7277,HD 103462
228.6214947809,29.1642963733,-69.5120000000,28.6620000000,5.272,0.6504,0.7215,1.0000,* chi Boo
16.4206469617,21.4731802431,44.4900000000,-14.8200000000,5.273,0.6109,0.6919,1.0000,* 74 Psc A
72.0011371775,56.7571769299,52.8920000000,-140.6180000000,5.275,0.6703,0.7362,1.0000,* 4 Cam
37.9188460551,-79.1094160821,121.1490000000,-48.4140000000,5.275,1.0000,0.8541,0.7277,* mu. Hyi
144.5907349421,40.2397933270,-13.5150000000,10.2680000000,5.276,0.8668,0.8718,1.0000,* 42 Lyn
278.4906929592,-33.0165602690,1.6910000000,-11.6700000000,5.276,0.4799,0.5868,1.0000,HD 171034
284.2568193591,32.9013190517,164.1590000000,-134.6490000000,5.277,0.8000,0.8000,0.8000,HD 176051A
29.9084902471,64.6216000375,35.2250000000,-16.0570000000,5.278,0.6109,0.6919,1.0000,HD 11946
299.0593829692,11.4237225223,32.7450000000,5.6300000000,5.278,0.6324,0.7081,1.0000,* phi Aql
283.6964192508,-87.6058433139,-36.5550000000,-135.7150000000,5.278,1.0000,0.7872,0.5797,* chi Oct
255.7864733119,-53.2369360088,-22.4090000000,-143.7930000000,5.278,0.9937,0.9526,1.0000,* eps02 Ara
91.9234922694,-19.1658665530,12.4920000000,56.9960000000,5.279,1.0000,0.6480,0.3346,* 19 Lep
131.8124409515,-1.8970368982,-32.1510000000,2.5060000000,5.279,0.6109,0.6919,1.0000,HD 74988
274.7944976737,24.4460563979,10.1210000000,5.6270000000,5.279,1.0000,0.7872,0.5797,* 105 Her
125.5185481259,-73.3999793931,-29.4320000000,29.9260000000,5.279,0.6109,0.6919,1.0000,* eta Vol
263.7484364267,61.8745116217,236.2470000000,-466.1110000000,5.28,1.0000,0.9019,0.8473,* 26 Dra A
249.5018685851,56.0155626021,4.6520000000,65.7620000000,5.28,1.0000,0.8221,0.6541,HD 150449
211.9823166858,43.8544516511,11.6300000000,-30.0800000000,5.28,1.0000,0.6318,0.3112,V* BY Boo
60.3835295860,-1.5496586449,28.4790000000,-15.8630000000,5.28,0.5229,0.6225,1.0000,* 35 Eri
76.9516651361,20.4183764463,-46.2860000000,-32.0460000000,5.28,0.7260,0.7762,1.0000,* l Tau
105.9888134235,-43.6080349610,-105.0470000000,389.8330000000,5.28,0.8000,0.8000,0.8000,HD 53705
111.1827256523,-31.8089047444,-21.1810000000,9.1850000000,5.28,1.0000,0.8221,0.6541,HD 58535
289.6353982363,1.0851282085,12.3330000000,17.8640000000,5.28,1.0000,0.8221,0.6541,* 23 Aql
24.6288245977,73.0400382157,-11.6160000000,-13.6410000000,5.281,0.8000,0.8000,0.8000,* 40 Cas
138.4508882421,43.2178316536,-30.2360000000,-32.0320000000,5.282,0.8000,0.8000,0.8000,* 36 Lyn
71.0882430639,-59.7327378627,23.8600000000,39.9740000000,5.282,0.8244,0.8437,1.0000,* kap Dor
85.5633102890,-34.6678166446,5.0810000000,51.3650000000,5.283,0.5750,0.6642,1.0000,V* WZ Col
289.4541632548,11.5954244212,1.0700000000,13.6400000000,5.283,0.8668,0.8718,1.0000,* ome01 Aql
2.5090520436,-82.2240470806,-22.0500000000,-20.2180000000,5.283,1.0000,0.8221,0.6541,* gam03 Oct
66.5262962492,31.4389081935,71.8250000000,-123.3890000000,5.284,1.0000,0.8330,0.6787,HD 27971
79.9959299667,-12.3155862644,-12.6750000000,7.5360000000,5.284,0.5370,0.6340,1.0000,* nu. Lep
323.0244829839,-41.1793100745,19.3570000000,10.7640000000,5.286,1.0000,0.8330,0.6787,* ksi Gru
35.4859484993,0.3956723883,-11.6560000000,-7.5530000000,5.287,1.0000,0.6480,0.3346,* 69 Cet
109.7136405765,-26.5858558645,-9.0990000000,4.1050000000,5.288,1.0000,0.8929,0.8238,HD 57146
260.8399619944,-28.1428335434,1.0970000000,-30.5110000000,5.288,1.0000,0.7750,0.5548,* 43 Oph
314.5681276759,22.3259073454,-3.4620000000,-4.6670000000,5.288,1.0000,0.7872,0.5797,* 33 Vul
116.0288123786,25.7841601231,-13.3260000000,-20.0790000000,5.289,1.0000,0.7750,0.5548,* c Gem
184.9529608151,48.9841463652,-13.8860000000,5.8020000000,5.29,1.0000,0.6789,0.3823,* 3 CVn
63.3878768588,7.7161159632,11.0720000000,-9.6670000000,5.29,0.8986,0.8925,1.0000,* 46 Tau
86.9287809988,13.8995960939,4.9600000000,-11.4890000000,5.29,0.4799,0.5868,1.0000,* 133 Tau
37.0415827921,29.6693293066,-15.6320000000,-86.0970000000,5.29,0.8668,0.8718,1.0000,* 12 Tri
88.7087138184,-52.6354806113,-17.5130000000,243.8730000000,5.29,0.8823,0.8819,1.0000,HD 40292
139.3548783750,-74.8943196111,-19.3800000000,28.9100000000,5.29,0.6324,0.7081,1.0000,HD 80951
327.7273481250,-82.7189013889,68.1400000000,-31.8600000000,5.29,1.0000,0.8541,0.7277,* lam Oct
336.1536891219,-72.2554133993,1303.8720000000,-674.1860000000,5.29,0.8000,0.8000,0.8000,* nu. Ind
129.7829368917,-22.6618554667,-260.8000000000,429.7000000000,5.29,1.0000,0.8330,0.6787,HD 73752B
34.7374731106,28.6426756236,7.0730000000,0.8360000000,5.291,0.6504,0.7215,1.0000,* 10 Tri
321.8390245144,37.1167961411,2.2330000000,1.9690000000,5.293,0.5013,0.6047,1.0000,* 70 Cyg
39.3514526166,-52.5431089029,101.5350000000,-20.2070000000,5.293,0.7353,0.7827,1.0000,* eta Hor
346.9136133423,46.3872306075,-12.7340000000,-30.0260000000,5.294,1.0000,0.7360,0.4803,* 4 And
75.6791586172,-71.3142991719,-4.2330000000,10.8500000000,5.294,1.0000,0.8541,0.7277,* bet Men
135.4356685000,-52.1886850278,-13.3300000000,13.5400000000,5.295,0.8000,0.8000,0.8000,V* OY Vel
40.1711501305,27.0609435488,63.1630000000,-26.9520000000,5.296,0.6504,0.7215,1.0000,* 33 Ari
152.5245263185,-12.8159231890,-122.1790000000,-109.6660000000,5.296,0.8000,0.8000,0.8000,HD 88215
295.1807626260,-16.2932706621,68.4370000000,-50.6210000000,5.296,1.0000,0.8221,0.6541,* e01 Sgr
70.7264017917,43.3651202112,33.2420000000,-47.6400000000,5.298,0.6324,0.7081,1.0000,* 59 Per
101.4974754610,-14.7961290197,-11.8550000000,-17.8160000000,5.298,0.6324,0.7081,1.0000,HD 49048
70.6934316913,-50.4813348634,-36.0130000000,34.6840000000,5.298,1.0000,0.8330,0.6787,* lam Pic
299.9639876859,-34.6977994914,108.5190000000,-69.5210000000,5.299,0.7004,0.7579,1.0000,* tet02 Sgr
50.8049877360,49.2132707828,22.0600000000,-24.9590000000,5.3,0.5229,0.6225,1.0000,HD 20809
330.9707376844,63.1199208487,37.0410000000,58.2920000000,5.3,0.8000,0.8000,0.8000,* 18 Cep
46.0688203512,-7.6008551172,67.4680000000,17.7230000000,5.3,0.7260,0.7762,1.0000,* rho03 Eri
91.8558333333,-6.0077777778,~,~,5.3,0.8000,0.8000,0.8000,[JNX94] 060458.7-060001
103.9455336033,-22.9414425961,-3.7410000000,3.9730000000,5.3,0.4799,0.5868,1.0000,HD 51283
121.9410677140,21.5818130040,23.2270000000,-67.7640000000,5.3,0.8000,0.8000,0.8000,* mu.02 Cnc
358.1546133520,10.9472867894,-19.1580000000,15.7990000000,5.3,0.7004,0.7579,1.0000,* 82 Peg
294.1458333333,25.1630555556,6.0340000000,0.3020000000,5.3,0.8000,0.8000,0.8000,Cl Stock 1
174.0608333333,-61.6161111111,-6.7310000000,0.9610000000,5.3,0.8000,0.8000,0.8000,NGC 3766
126.2655914779,-24.0462193772,-32.4770000000,29.0060000000,5.301,1.0000,0.7750,0.5548,HD 71176
325.5643803916,5.6801387868,10.8550000000,-5.4220000000,5.301,1.0000,0.6480,0.3346,* 7 Peg
305.7945558069,5.3429816629,-27.2590000000,-39.7120000000,5.301,1.0000,0.8541,0.7277,HD 194013
304.1961927828,24.6711013260,15.1280000000,-17.0150000000,5.302,1.0000,0.8541,0.7277,* 24 Vul
86.6140518295,-46.5971829172,7.4300000000,15.4490000000,5.302,1.0000,0.8330,0.6787,HD 38871
133.4608518346,-47.5206997568,-10.0750000000,-35.4910000000,5.302,0.8520,0.8621,1.0000,HD 76360
355.1589533193,-32.0731241801,-91.2630000000,-53.5610000000,5.303,1.0000,0.8330,0.6787,* mu. Scl
139.2378175065,-39.4015380138,-29.6580000000,-34.1260000000,5.304,1.0000,0.7992,0.6045,HD 80170
287.4702837922,-68.4244494606,155.0930000000,-43.2090000000,5.305,1.0000,0.8330,0.6787,HD 177389
315.7414707994,-38.6314443732,-29.4890000000,-109.6320000000,5.305,0.9937,0.9526,1.0000,* zet Mic
145.1773427258,-57.9835092475,-33.1860000000,-6.3290000000,5.307,0.6703,0.7362,1.0000,HD 84121
175.6181741433,66.7449064816,-45.6590000000,39.0210000000,5.308,1.0000,0.7872,0.5797,* 3 Dra
17.6638433603,68.7786226795,35.2020000000,-26.7920000000,5.309,0.6109,0.6919,1.0000,* 31 Cas
34.8199871982,47.3799758983,-60.0300000000,-5.6100000000,5.31,0.6109,0.6919,1.0000,* c And
321.7150914122,48.8351666129,58.6960000000,25.4570000000,5.31,0.7004,0.7579,1.0000,HD 204411
84.4359067898,-28.6896902526,-37.7770000000,42.3930000000,5.31,0.9937,0.9526,1.0000,* nu.02 Col
108.0658625089,-40.4988209392,-18.3760000000,-8.2200000000,5.31,0.6324,0.7081,1.0000,* E Pup
123.0530017120,17.6476414755,118.3250000000,-148.4330000000,5.31,0.8000,0.8000,0.8000,* zet01 Cnc A
132.3405243458,-3.4430253995,-20.1460000000,-22.7760000000,5.31,0.5496,0.6441,1.0000,* 14 Hya
26.4114880088,-25.0526117378,159.3600000000,-73.1700000000,5.31,0.8823,0.8819,1.0000,* eps Scl
222.3293804167,-14.1490212778,-65.9500000000,-14.5400000000,5.31,0.8000,0.8000,0.8000,* mu. Lib
295.6417011667,11.8265839722,1.7500000000,-10.1100000000,5.31,1.0000,0.8929,0.8238,* chi Aql
250.3232733000,31.6020319000,~,~,5.31,1.0000,0.8330,0.6787,* zet Her B
183.5112393750,-45.7239161389,-35.3500000000,5.5600000000,5.31,1.0000,0.7872,0.5797,* D Cen
190.7094431552,-63.0586258282,-12.8570000000,-3.6770000000,5.31,0.4509,0.5617,1.0000,HD 110432
336.2348694556,-57.7974558879,129.6580000000,-352.4250000000,5.31,1.0000,0.8929,0.8238,HD 212330
262.5991541250,-1.0629133889,-127.7700000000,-168.6100000000,5.31,0.8000,0.8000,0.8000,HD 158614
185.8975813521,-35.4126766664,-42.1320000000,-6.8960000000,5.311,0.5496,0.6441,1.0000,* x01 Cen
342.5950579207,-80.1238449568,20.0030000000,-12.6070000000,5.311,0.5340,0.6316,1.0000,* ksi Oct
162.3142931509,10.5451995804,-3.5690000000,-25.5970000000,5.312,0.6504,0.7215,1.0000,* l Leo
223.9362851044,-33.8557825232,19.4510000000,-0.5220000000,5.312,0.6109,0.6919,1.0000,HD 131625
201.3080271115,-64.4851491864,-154.8300000000,-21.5230000000,5.312,0.8000,0.8000,0.8000,HD 116457
117.2569738557,-24.9122471439,-28.4890000000,23.3780000000,5.313,0.8000,0.8000,0.8000,* 188 Pup
69.3069753758,0.9983134358,-3.8700000000,-5.6900000000,5.315,0.5496,0.6441,1.0000,* 49 Eri
317.1401042573,-21.1936707085,18.9270000000,-60.1190000000,5.316,0.6109,0.6919,1.0000,* chi Cap
176.9787304835,8.2458926881,-54.1590000000,8.7410000000,5.316,0.6324,0.7081,1.0000,* 4 Vir
318.9368430980,-15.1715013381,23.8180000000,4.2640000000,5.317,1.0000,0.6480,0.3346,* 29 Cap
124.9540178656,-71.5149087050,-17.1880000000,36.5180000000,5.318,0.5750,0.6642,1.0000,* kap01 Vol
245.6166476508,-49.5723538672,-11.9800000000,-25.7500000000,5.318,0.5013,0.6047,1.0000,HD 147152
53.1094136031,46.0568615574,-53.1250000000,-74.8300000000,5.32,0.8000,0.8000,0.8000,* 36 Per
97.2067206981,-7.0346533471,-7.0420000000,-3.3420000000,5.32,0.5013,0.6047,1.0000,* bet Mon C
168.9661671252,13.3075652664,7.8950000000,-10.5180000000,5.32,1.0000,0.7992,0.6045,* n Leo
213.7118697807,10.1006102046,-19.6270000000,-164.9190000000,5.32,1.0000,0.8330,0.6787,* 15 Boo
302.7997448709,-36.1012088127,458.8820000000,-1576.7320000000,5.32,1.0000,0.7992,0.6045,HD 191408
193.9880567712,-56.8358057140,-5.9490000000,-1.0770000000,5.32,0.8000,0.8000,0.8000,HD 112244
139.3549000000,-74.8943250000,-16.5000000000,26.2000000000,5.32,0.8000,0.8000,0.8000,NAME HD 80951AB
258.6632184270,14.3900022328,-8.3320000000,41.3900000000,5.322,1.0000,0.8740,0.7760,* alf Her B
